City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,edmundston,47.3737,-68.3251,295.79,44,0,3.6,CA,1695410448
366,san agustin,20.5333,-103.4667,299.77,54,75,5.14,MX,1695410561
367,nuriootpa,-34.4833,139.0,284.57,62,99,3.48,AU,1695410561
368,kaoma,-14.7833,24.8,296.61,23,95,2.57,ZM,1695410562
369,el porvenir,13.7617,-87.3458,306.78,33,7,1.93,HN,1695410563
370,ghadamis,30.1337,9.5007,307.52,15,12,2.99,LY,1695410563
371,diepholz,52.6,8.3667,287.28,84,55,2.19,DE,1695410564
372,buloh kasap,2.5536,102.764,297.24,96,87,1.54,MY,1695410564
373,lubang,13.8584,120.124,300.91,78,97,3.97,PH,1695410565
374,ola,59.5833,151.2833,276.01,71,100,1.82,RU,1695410565
375,kilindoni,-7.9139,39.6668,298.47,78,10,5.68,TZ,1695410566
376,kolonia town,6.964,158.206,301.44,77,100,3.76,FM,1695410435
377,mantua,45.1667,10.7833,295.92,80,100,1.34,IT,1695410567
378,puerto penasco,31.3167,-113.5333,303.33,42,98,4.77,MX,1695410567
379,arteche,12.2645,125.4048,298.1,92,100,2.04,PH,1695410568
380,urzhar,47.093,81.6294,286.09,67,58,1.77,KZ,1695410568
381,zhezqazghan,47.7833,67.7667,288.96,50,0,3.58,KZ,1695410568
382,jean-rabel,19.8533,-73.1917,303.26,68,57,2.17,HT,1695410569
383,greymouth,-42.4667,171.2,283.43,93,99,1.28,NZ,1695410570
384,gap,44.6667,6.0,279.72,75,13,1.04,FR,1695410570
385,vadso,70.0744,29.7487,282.64,100,100,1.54,NO,1695410571
386,isiro,2.7739,27.616,291.43,96,100,1.15,CD,1695410571
387,paramonga,-10.6667,-77.8333,294.16,70,0,4.97,PE,1695410448
388,san marcos,33.1434,-117.1661,297.31,71,0,2.57,US,1695410572
389,suva,-18.1416,178.4415,296.86,83,75,6.69,FJ,1695410573
390,yoichi,43.2039,140.7703,289.08,74,5,4.41,JP,1695410573
391,tomatlan,19.9333,-105.25,306.82,58,14,2.68,MX,1695410574
392,argamasilla de calatrava,38.7384,-4.015,291.72,49,14,1.56,ES,1695410574
393,oruro,-17.9833,-67.15,295.42,27,20,2.57,BO,1695410575
394,oxapampa,-10.5775,-75.4017,295.92,65,59,1.84,PE,1695410575
395,prince rupert,54.3161,-130.3201,284.2,95,100,7.2,CA,1695410442
396,kloulklubed,7.0419,134.2556,300.43,79,100,5.89,PW,1695410576
397,mbala,-8.8402,31.3659,295.86,34,71,3.28,ZM,1695410576
398,hobyo,5.3505,48.5268,299.15,91,38,10.17,SO,1695410577
399,anse-bertrand,16.4721,-61.5078,303.68,100,44,5.39,GP,1695410577
400,papao,-17.75,-149.55,299.97,93,100,5.82,PF,1695410578
401,maumere,-8.6199,122.2111,297.78,82,45,2.49,ID,1695410578
402,iacu,-12.7672,-40.2117,304.88,32,0,4.14,BR,1695410579
403,tutoia,-2.7619,-42.2744,301.67,69,3,6.32,BR,1695410579
404,dhoro naro,25.5,69.5667,303.7,67,84,5.74,PK,1695410580
405,ayaviri,-14.8864,-70.5889,292.8,20,100,3.73,PE,1695410580
406,fort st. john,56.2499,-120.8529,294.09,32,20,3.6,CA,1695410581
407,n'zeto,-7.2312,12.8666,296.39,88,66,3.45,AO,1695410582
408,camapua,-19.5314,-54.0439,308.01,26,100,3.9,BR,1695410582
409,kirensk,57.7853,108.1119,283.61,76,96,2.06,RU,1695410583
410,stephenville,32.2207,-98.2023,308.84,33,0,4.12,US,1695410583
411,port alfred,-33.5906,26.891,292.14,91,100,0.89,ZA,1695410447
412,iaciara,-14.0958,-46.6317,310.13,12,5,3.08,BR,1695410584
413,grand falls-windsor,48.9332,-55.6649,285.65,48,4,1.34,CA,1695410585
414,dalnegorsk,44.5604,135.5701,279.4,80,0,2.46,RU,1695410585
415,bang saphan,11.2126,99.5117,297.38,94,100,1.67,TH,1695410586
416,languyan,5.2618,120.0807,298.64,88,100,2.73,PH,1695410586
417,mata-utu,-13.2816,-176.1745,300.03,81,89,12.42,WF,1695410587
418,flying fish cove,-10.4217,105.6791,296.97,88,100,3.6,CX,1695410587
419,bandrele,-12.9067,45.1914,299.01,83,0,3.6,YT,1695410588
420,ust'-ilimsk,58.0006,102.6619,281.52,85,22,2.43,RU,1695410588
421,ocean shores,46.9737,-124.1563,296.73,69,0,3.09,US,1695410514
422,poronaysk,49.2167,143.1167,279.99,83,0,2.6,RU,1695410590
423,yaren,-0.5472,166.916,301.68,77,100,4.86,NR,1695410590
424,barras,-4.2444,-42.2944,313.6,16,28,2.93,BR,1695410591
425,gulf shores,30.246,-87.7008,304.58,63,20,5.14,US,1695410591
426,ubinskoye,55.3068,79.6802,281.45,91,100,5.85,RU,1695410591
427,khash,28.2211,61.2158,292.48,17,48,3.41,IR,1695410592
428,novyy urengoy,66.0833,76.6333,275.38,94,100,11.7,RU,1695410592
429,coquimbo,-29.9533,-71.3436,293.0,63,0,5.66,CL,1695410593
430,agropoli,40.3469,14.9966,299.87,66,98,1.78,IT,1695410593
431,bamboo flat,11.7,92.7167,299.2,89,75,1.03,IN,1695410594
432,yuzhno-kurilsk,44.0306,145.8556,288.26,91,1,1.06,RU,1695410449
433,gazi,35.3253,25.0669,299.23,57,0,2.06,GR,1695410595
434,tongouson,5.0214,120.1328,300.78,79,100,4.85,PH,1695410595
435,brak,27.5496,14.2714,302.45,18,1,3.93,LY,1695410596
436,dan gora,11.5349,8.1522,299.11,66,100,3.81,NG,1695410537
437,arkhangel'sk,64.5401,40.5433,287.19,94,23,3.55,RU,1695410597
438,kailua-kona,19.6406,-155.9956,301.13,77,40,3.6,US,1695410597
439,jindabyne,-36.4167,148.6333,275.81,70,71,1.24,AU,1695410598
440,lang suan,9.9456,99.0785,297.79,92,100,1.96,TH,1695410598
441,tinyahuarco,-10.75,-76.3,285.55,45,96,5.73,PE,1695410599
442,nadym,65.5333,72.5167,277.07,82,91,11.46,RU,1695410599
443,inhambane,-23.865,35.3833,296.14,94,40,5.66,MZ,1695410433
444,safranbolu,41.2508,32.6942,289.49,50,17,0.25,TR,1695410600
445,darovskoy,58.77,47.9564,290.39,64,100,1.53,RU,1695410600
446,mariehamn,60.0973,19.9348,290.07,94,75,7.72,AX,1695410601
447,piton saint-leu,-21.2196,55.3151,294.21,73,40,2.06,RE,1695410601
448,lihue,21.9789,-159.3672,299.92,78,40,6.69,US,1695410602
449,margate,51.3813,1.3862,286.43,73,64,0.89,GB,1695410369
450,les avirons,-21.2418,55.3394,294.2,73,40,2.06,RE,1695410603
451,coihueco,-36.6167,-71.8333,286.56,77,100,2.06,CL,1695410516
452,fisterra,42.9049,-9.2629,289.83,74,61,2.06,ES,1695410603
453,dunedin,-45.8742,170.5036,279.15,99,100,1.65,NZ,1695410604
454,geraldton,-28.7667,114.6,285.38,94,40,0.0,AU,1695410358
455,juneau,58.3019,-134.4197,282.71,95,100,3.6,US,1695410353
456,tumaco,1.7986,-78.8156,301.56,73,71,5.4,CO,1695410606
457,nykobing falster,54.7691,11.8743,288.78,83,100,0.89,DK,1695410606
458,saskatoon,52.1168,-106.6345,294.14,32,20,5.66,CA,1695410415
459,inverloch,-38.6333,145.7167,280.44,86,100,1.76,AU,1695410607
460,al wafrah,28.6392,47.9306,307.43,10,0,4.36,KW,1695410608
461,mossel bay,-34.1831,22.146,288.11,74,100,0.64,ZA,1695410608
462,usogorsk,63.4106,48.6872,283.47,96,100,2.6,RU,1695410609
463,road town,18.4167,-64.6167,305.17,62,40,5.66,VG,1695410527
464,lerwick,60.1545,-1.1494,284.15,88,100,10.91,GB,1695410610
465,chadron,42.8294,-102.9999,290.29,75,40,4.63,US,1695410610
466,penonome,8.5167,-80.3667,305.64,65,43,4.47,PA,1695410611
467,filey,54.21,-0.2892,286.36,86,100,0.89,GB,1695410611
468,soledad de graciano sanchez,22.2,-100.95,299.05,27,0,2.57,MX,1695410612
469,jiazi,22.8779,116.067,299.33,89,11,4.09,CN,1695410612
470,mangrol,21.1167,70.1167,300.37,88,14,4.06,IN,1695410613
471,port alberni,49.2413,-124.8028,293.67,51,0,0.89,CA,1695410391
472,palmas,-10.2128,-48.3603,309.08,28,20,3.6,BR,1695410614
473,whitby,54.4877,-0.615,285.55,90,100,2.41,GB,1695410614
474,tindouf,27.6711,-8.1474,304.4,16,0,6.17,DZ,1695410615
475,thunder bay,48.4001,-89.3168,292.1,82,100,4.12,CA,1695410615
476,buka,40.8108,69.1986,288.32,40,0,2.75,UZ,1695410615
477,puerto colombia,10.9878,-74.9547,306.2,72,78,7.61,CO,1695410616
478,laojunmiao,39.8333,97.7333,283.67,61,43,3.76,CN,1695410616
479,berezovyy,51.6667,135.7,276.37,84,48,2.3,RU,1695410617
480,levanger,63.7464,11.2996,284.18,92,97,1.72,NO,1695410617
481,onega,63.9061,38.1404,287.02,93,68,3.54,RU,1695410618
482,itamaraca,-7.7478,-34.8256,300.18,68,4,4.13,BR,1695410618
483,raduzhny,62.0961,77.475,279.29,76,40,6.54,RU,1695410618
484,bentota,6.4254,79.9948,298.71,87,10,1.24,LK,1695410619
485,sarandi del yi,-33.35,-55.6333,290.52,76,100,5.96,UY,1695410619
486,tual,-5.6667,132.75,298.44,83,100,9.78,ID,1695410620
487,forster,-32.1667,152.5167,287.07,64,70,2.01,AU,1695410620
488,emporia,38.4039,-96.1817,300.1,61,100,6.69,US,1695410621
489,homer,59.6425,-151.5483,283.02,89,0,2.57,US,1695410621
490,andergrove,-21.0833,149.1833,295.18,85,19,9.66,AU,1695410621
491,quepos,9.4236,-84.1652,302.52,72,97,2.66,CR,1695410622
492,priargunsk,50.3691,119.1012,281.59,56,64,1.95,RU,1695410622
493,labuan,5.2767,115.2417,297.35,100,40,1.03,MY,1695410623
494,hakha,22.65,93.6167,287.86,98,100,1.2,MM,1695410478
495,kone,-21.0595,164.8658,292.2,92,9,1.43,NC,1695410623
496,cadale,2.7603,46.3222,299.4,84,32,8.14,SO,1695410624
497,igarka,67.4667,86.5833,279.08,94,100,5.18,RU,1695410624
498,belo sur tsiribihina,-19.7,44.55,296.24,87,0,0.72,MG,1695410625
499,pamandzi,-12.7967,45.2794,299.03,83,0,3.6,YT,1695410625
500,callao,-12.0667,-77.15,295.31,60,75,3.6,PE,1695410329
501,hinton,53.4001,-117.5857,292.22,26,0,1.42,CA,1695410626
502,changji,44.0167,87.3167,289.59,59,0,2.0,CN,1695410626
503,oqtosh,39.9214,65.9253,289.24,39,0,4.19,UZ,1695410627
504,aylmer,42.7668,-80.983,297.87,28,12,3.79,CA,1695410627
505,port macquarie,-31.4333,152.9167,283.65,62,100,3.18,AU,1695410628
506,bezopasnoye,45.6483,41.936,293.49,48,1,6.71,RU,1695410628
507,borogontsy,62.6683,131.1683,274.72,96,100,1.54,RU,1695410629
508,dili,-8.5586,125.5736,298.12,65,15,1.96,TL,1695410420
509,saint-pierre,-21.3393,55.4781,295.97,73,40,2.06,RE,1695410629
510,erenhot,43.6475,111.9767,288.2,45,87,7.54,CN,1695410630
511,akcakale,36.7111,38.9475,303.26,14,0,2.98,TR,1695410630
512,kalengwa,-13.4659,25.0027,295.83,25,77,2.28,ZM,1695410631
513,vilyuysk,63.7553,121.6247,279.23,97,100,2.38,RU,1695410631
514,le moule,16.3332,-61.3473,303.81,100,67,1.34,GP,1695410631
515,les sables-d'olonne,46.6667,-1.8333,287.59,68,7,5.27,FR,1695410632
516,dakoro,14.5106,6.765,309.36,16,7,1.46,NE,1695410632
517,sandnessjoen,66.0217,12.6316,284.21,87,75,4.12,NO,1695410633
518,prachuap khiri khan,12.2167,99.75,295.57,94,100,1.46,TH,1695410633
519,argostolion,38.1811,20.489,299.68,42,20,0.0,GR,1695410634
520,phalodi,27.1333,72.3667,304.99,54,25,6.17,IN,1695410634
521,borisoglebsk,51.3671,42.0849,289.08,44,0,3.35,RU,1695410635
522,viedma,-40.8135,-62.9967,287.52,41,99,6.63,AR,1695410635
523,yaring,6.8662,101.3689,298.78,88,98,3.28,TH,1695410636
524,necochea,-38.5473,-58.7368,282.01,62,100,4.62,AR,1695410636
525,afif,23.9065,42.9172,303.79,13,29,4.25,SA,1695410637
526,tralee,52.2704,-9.7026,282.29,81,0,2.06,IE,1695410637
527,karratha,-20.7377,116.8463,298.75,36,19,5.61,AU,1695410639
528,vila velha,-20.3297,-40.2925,299.12,78,20,9.26,BR,1695410399
529,kourou,5.1552,-52.6478,303.18,67,21,5.45,GF,1695410639
530,tofol,5.3248,163.0078,301.7,71,94,2.57,FM,1695410640
531,jiagedaqi,50.4167,124.1167,278.89,73,6,1.55,CN,1695410640
532,vila franca do campo,37.7167,-25.4333,296.97,99,100,1.88,PT,1695410641
533,greater sudbury,46.49,-80.99,295.96,61,5,1.79,CA,1695410637
534,brisas de zicatela,15.8369,-97.0419,304.44,55,75,1.03,MX,1695410642
535,um jar al gharbiyya,13.8013,32.4078,305.67,41,100,3.05,SD,1695410642
536,torghay,49.6339,63.4981,289.39,40,14,3.71,KZ,1695410643
537,nar'yan-mar,67.6713,53.087,278.54,87,100,4.88,RU,1695410205
538,nelson bay,-32.7167,152.15,285.93,88,41,3.58,AU,1695410644
539,anshun,26.25,105.9333,292.25,97,100,3.86,CN,1695410644
540,altay,47.8667,88.1167,282.6,79,100,0.67,CN,1695410645
541,mersa matruh,31.3525,27.2453,298.55,67,100,4.42,EG,1695410645
542,tineo,43.3376,-6.4145,285.72,92,62,1.01,ES,1695410646
543,carutapera,-1.195,-46.02,303.17,63,67,5.4,BR,1695410646
544,garachico,28.7781,-17.7646,296.21,65,20,4.63,ES,1695410647
545,hami,42.8,93.45,291.5,33,100,4.94,CN,1695410647
546,broken hill,-31.95,141.4333,283.36,46,0,4.7,AU,1695410356
547,mejit,10.2753,170.8646,301.62,77,96,8.42,MH,1695410648
548,mahanoro,-19.9,48.8,294.44,89,56,1.17,MG,1695410648
549,kafin hausa,12.2375,9.908,305.29,30,97,2.37,NG,1695410537
550,comandante fontana,-25.3345,-59.6821,316.21,14,50,5.5,AR,1695410649
551,santa luzia,-19.7697,-43.8514,305.8,32,0,2.57,BR,1695410650
552,brookings,44.3114,-96.7984,292.84,81,100,7.2,US,1695410650
553,luwuk,-0.9516,122.7875,295.91,78,97,2.2,ID,1695410651
554,warrensburg,38.7628,-93.7361,296.19,79,0,5.66,US,1695410651
555,kilcock,53.4022,-6.6708,285.01,75,75,3.6,IE,1695410651
556,adrar,20.5022,-10.0711,310.52,15,12,5.42,MR,1695410652
557,as sulayyil,20.4607,45.5779,306.29,14,10,3.74,SA,1695410652
558,chita,52.0333,113.55,274.09,93,99,1.0,RU,1695410366
559,salekhard,66.53,66.6019,279.13,75,98,5.51,RU,1695410653
560,port hedland,-20.3167,118.5667,295.18,46,6,4.12,AU,1695410654
561,valdosta,30.8327,-83.2785,303.66,49,0,5.14,US,1695410655
562,san jose de guanipa,8.8872,-64.1651,306.95,40,32,2.46,VE,1695410655
563,akureyri,65.6835,-18.0878,277.11,70,75,0.51,IS,1695410656
